epoch,step,train_kl_loss,train_overlap_loss,train_recon_loss,train_rel_loss,train_total_loss,val_kl_loss,val_overlap_loss,val_recon_loss,val_rel_loss,val_total_loss
6,799,0.6021112203598022,0.0,0.5481207966804504,0.007810512091964483,0.6473844647407532,,,,,
6,811,,,,,,0.7344928979873657,0.003294213442131877,0.7326581478118896,0.06577471643686295,1.1679233312606812
6,842,,,,,,0.6803341507911682,0.0005596730625256896,0.6119269728660583,0.012444227002561092,0.7477783560752869
6,873,,,,,,0.6314248442649841,0.006958412006497383,0.47080427408218384,0.017258459702134132,0.6898232102394104
7,899,0.6322383284568787,0.0,0.3833886682987213,0.007319499272853136,0.4832099974155426,,,,,
7,905,,,,,,0.7471953630447388,2.2646750949206762e-05,0.5002093315124512,0.017579302191734314,0.6630517244338989
7,936,,,,,,0.6565575003623962,0.001482006860896945,0.429345041513443,0.009669186547398567,0.5581667423248291
7,967,,,,,,0.6247265934944153,0.000693594804033637,0.421901136636734,0.009931397624313831,0.5409667491912842
7,998,,,,,,0.7211536169052124,0.0043405648320913315,0.4714716076850891,0.014246012084186077,0.6582226157188416
7,999,0.5955436825752258,0.0,0.3853153884410858,0.007693042047321796,0.4833349585533142,,,,,
8,1030,,,,,,0.6403816938400269,0.00032410529092885554,0.4405393898487091,0.010485176928341389,0.5602445602416992
8,1061,,,,,,1.3061436414718628,0.631784200668335,1.8464198112487793,0.11681125313043594,8.878934860229492
8,1092,,,,,,1125.650390625,4696.45703125,4033.37646484375,2.6620075702667236,51123.82421875
8,1099,1.4739549160003662,0.0,14.651041030883789,0.00812385231256485,14.839055061340332,,,,,
8,1123,,,,,,32.58086013793945,6689.42578125,73.72958374023438,2.3920795917510986,66983.203125
9,1155,,,,,,4.830025672912598,3.11735893774312e-05,8.564123153686523,0.00897454284131527,9.09230899810791
9,1186,,,,,,198.776123046875,0.0008936357335187495,168.01136779785156,5.531976222991943,215.55784606933594
9,1199,2.3462607860565186,0.0,5.573041915893555,0.008610639721155167,5.85072135925293,,,,,
9,1217,,,,,,27.67487144470215,0.0,43.312496185302734,0.01222406979650259,46.141090393066406
9,1248,,,,,,16.08711814880371,0.0,8.831013679504395,0.012062087655067444,10.500036239624023
10,1280,,,,,,13.750750541687012,0.0,10.509754180908203,0.051121924072504044,12.140437126159668
10,1299,4.84319543838501,0.0,3.0873100757598877,0.008878067135810852,3.6160199642181396,,,,,
10,1311,,,,,,9.207085609436035,8.274404535768554e-06,6.744801044464111,0.020811155438423157,7.769648551940918
10,1342,,,,,,16.7214298248291,0.0,5.890700817108154,0.017818663269281387,7.651938438415527
10,1373,,,,,,21.139860153198242,8.373812306672335e-06,5.205291271209717,0.09425953030586243,7.790656089782715
11,1399,2.6726231575012207,0.0,1.5735464096069336,0.008648736402392387,1.8840523958206177,,,,,
11,1405,,,,,,12.381538391113281,0.000825060997158289,2.271700859069824,0.047064512968063354,3.7534279823303223
11,1436,,,,,,15.056931495666504,180.1343536376953,5.641456604003906,0.13507190346717834,1809.1661376953125
11,1467,,,,,,6.284296989440918,6.688785560982069e-07,2.8327364921569824,0.010711496695876122,3.5147316455841064
11,1498,,,,,,4.842557907104492,39.07923889160156,1.2810438871383667,0.02214840054512024,392.6684875488281
11,1499,3.1929309368133545,0.0,1.0459915399551392,0.009427152574062347,1.412420392036438,,,,,
12,1530,,,,,,4.670586585998535,0.0,1.1655473709106445,0.008891452103853226,1.6770635843276978
12,1561,,,,,,3.986966133117676,0.0,2.0348570346832275,0.008818655274808407,2.477646827697754
12,1592,,,,,,12.61824893951416,26.442617416381836,3.976404905319214,0.07015306502580643,270.0152282714844
12,1599,3.5653905868530273,0.0,0.966695249080658,0.007995374500751495,1.3632111549377441,,,,,
12,1623,,,,,,4.470191478729248,0.0010913896840065718,1.408158779144287,0.010725023224949837,1.9197168350219727
13,1655,,,,,,3.6181845664978027,0.024425191804766655,1.040220022201538,0.008466958068311214,1.6886249780654907
13,1686,,,,,,2.772458076477051,0.0003976700536441058,0.9126986265182495,0.008308944292366505,1.2354656457901
13,1699,2.216609239578247,0.0,0.7132872939109802,0.008965650573372841,0.9797764420509338,,,,,
13,1717,,,,,,15.61285400390625,55.19812774658203,2.0244739055633545,0.058482468128204346,555.8594360351562
13,1748,,,,,,6550.080078125,0.0,4287.58837890625,0.009136348031461239,4942.64208984375
14,1780,,,,,,107.73521423339844,0.0,100.7171401977539,0.007952079176902771,111.53041076660156
14,1799,29.908294677734375,0.0,61.361854553222656,0.007584481965750456,64.39060974121094,,,,,
14,1811,,,,,,35.271358489990234,0.0,52.86195755004883,0.00793542806059122,56.42875289916992
14,1842,,,,,,51.17915344238281,0.0,163.91427612304688,0.00800626166164875,169.07225036621094
14,1873,,,,,,291.82989501953125,0.0,490.71331787109375,0.01830693706870079,519.9878540039062
15,1899,18.623146057128906,0.0,15.116053581237793,0.009337383322417736,17.025054931640625,,,,,
15,1905,,,,,,305.6192626953125,0.0,387.5625915527344,0.008127368055284023,418.16522216796875
15,1936,,,,,,20.514497756958008,0.0,29.348848342895508,0.00810901541262865,31.44084358215332
15,1967,,,,,,18.14405059814453,0.0,14.746230125427246,0.00796182919293642,16.600440979003906
15,1998,,,,,,84.65003204345703,0.0,94.93478393554688,0.019263435155153275,103.4961166381836
15,1999,7.356106281280518,0.0,8.823691368103027,0.008984258398413658,9.604223251342773,,,,,
16,2030,,,,,,152.158935546875,1.718500607239548e-05,88.48706817626953,0.008056717924773693,103.74337768554688
16,2061,,,,,,80.47875213623047,0.002311035757884383,14.923917770385742,0.008033694699406624,23.035076141357422
16,2092,,,,,,15.218034744262695,0.0,11.613422393798828,0.007975415326654911,13.175102233886719
16,2099,7.082614421844482,0.0,6.713724136352539,0.007605257444083691,7.460011959075928,,,,,
16,2123,,,,,,9.986777305603027,0.00024696049513295293,5.727545738220215,0.007937552407383919,6.768381118774414
17,2155,,,,,,10.106390953063965,6.676367775071412e-05,4.17527961730957,0.007931772619485855,5.226246356964111
17,2186,,,,,,16.31268310546875,8.493688255839515e-06,8.596495628356934,0.01123786997050047,10.284037590026855
17,2199,6.32586145401001,0.0,4.526087284088135,0.007255750708281994,5.194952011108398,,,,,
17,2217,,,,,,262.9457092285156,2.2499256374430843e-05,105.0772705078125,0.009070656262338161,131.41741943359375
17,2248,,,,,,231.68856811523438,0.00014680562890134752,62.36479568481445,0.008257940411567688,85.57640075683594
18,2280,,,,,,149.86892700195312,0.0,166.09713745117188,0.012088620103895664,181.14442443847656
18,2299,6.166668891906738,0.0,2.7585928440093994,0.007841824553906918,3.414469003677368,,,,,
18,2311,,,,,,152.94769287109375,0.0023069363087415695,53.233734130859375,0.010173768736422062,68.60245513916016
18,2342,,,,,,8.299068450927734,4.7241741413017735e-05,2.8178606033325195,0.007977412082254887,3.6881282329559326
18,2373,,,,,,8.378307342529297,0.0,2.577448606491089,0.008276255801320076,3.456660270690918
19,2399,5.675633430480957,0.0,2.438030481338501,0.007682816591113806,3.0440077781677246,,,,,
19,2405,,,,,,7.553761005401611,1.872118991741445e-05,2.717536211013794,0.007939468137919903,3.512796640396118
19,2436,,,,,,89.55919647216797,0.0003420973662286997,42.91350173950195,0.011845516972243786,51.932071685791016
19,2467,,,,,,56.67182540893555,0.00014647786156274378,7.930837631225586,0.008125711232423782,13.640116691589355
19,2498,,,,,,6.90592622756958,0.0034106052480638027,2.1088457107543945,0.008215473033487797,2.874622106552124
19,2499,5.079622745513916,0.0,1.5494228601455688,0.007401308976113796,2.0943918228149414,,,,,
20,2530,,,,,,30.544828414916992,0.0007056234171614051,19.99637794494629,0.00817409809678793,23.098785400390625
20,2561,,,,,,11.15865707397461,0.0003262902027927339,2.4625213146209717,0.00886071752756834,3.6259539127349854
20,2592,,,,,,10.666600227355957,0.0003574505099095404,14.16187572479248,0.009216561913490295,15.278199195861816
20,2599,5.241211891174316,0.0018770804163068533,1.1696114540100098,0.007954823784530163,1.7522777318954468,,,,,
20,2623,,,,,,8.328878402709961,0.00027153195696882904,1.9792978763580322,0.008380897343158722,2.8568055629730225
21,2655,,,,,,11.4266357421875,0.0016895589651539922,2.655362367630005,0.007970455102622509,3.85477352142334
21,2686,,,,,,7.182767391204834,0.0013837453443557024,2.9173169136047363,0.00794383604079485,3.689152717590332
21,2699,6.288965225219727,0.0,1.993007779121399,0.0068169934675097466,2.655989408493042,,,,,
21,2717,,,,,,13.170695304870605,5.305424565449357e-05,3.6488900184631348,0.00914510153234005,5.012216567993164
21,2748,,,,,,114.11786651611328,0.0025872306432574987,10.870275497436523,0.009465374983847141,22.35525894165039
22,2780,,,,,,7.705074787139893,0.0005395152256824076,1.692188024520874,0.0170449148863554,2.5533156394958496
22,2799,4.6193060874938965,0.0,1.2797355651855469,0.007187424227595329,1.777603268623352,,,,,
22,2811,,,,,,33.23386001586914,8.539490750081313e-07,8.131057739257812,0.01030691433697939,11.505987167358398
22,2842,,,,,,19.184436798095703,9.657484042691067e-06,9.574752807617188,0.01132635772228241,11.54992389678955
22,2873,,,,,,563.3447265625,0.0001234171650139615,1083.196044921875,0.10058696568012238,1140.0347900390625
23,2899,4.294845104217529,8.620395965408534e-05,0.9904768466949463,0.008480622433125973,1.4632264375686646,,,,,
23,2905,,,,,,8.127702713012695,5.075717126601376e-06,1.1592004299163818,0.007984361611306667,2.0119433403015137
23,2936,,,,,,103.15054321289062,9.901232260745019e-06,90.89485931396484,0.0121139045804739,101.27058410644531
23,2967,,,,,,8.301248550415039,7.719729183008894e-05,3.529294967651367,0.013244767673313618,4.42641544342041
23,2998,,,,,,6.811032772064209,1.5711941159679554e-05,1.5739424228668213,0.00812102947384119,2.2958080768585205
23,2999,4.509799957275391,0.0,0.6774224638938904,0.007643003948032856,1.166617512702942,,,,,
24,3030,,,,,,5.77982234954834,3.9768285205354914e-05,0.9462018013000488,0.007982133887708187,1.5644927024841309
24,3061,,,,,,6.291545867919922,0.015331225469708443,1.2203655242919922,0.007993984036147594,2.042802095413208
24,3092,,,,,,41.336669921875,0.0026684075128287077,17.0704402923584,0.012897002510726452,21.295263290405273
24,3099,4.65228271484375,0.0,0.6269911527633667,0.009054881520569324,1.1374938488006592,,,,,
24,3123,,,,,,45.080841064453125,0.0011637473944574594,11.596586227416992,0.010515961796045303,16.168886184692383
25,3155,,,,,,5.661132335662842,1.7750327970134094e-05,0.6907890439033508,0.007969928905367851,1.2969294786453247
25,3186,,,,,,23.432334899902344,0.008207742124795914,1.644006609916687,0.0092385932803154,4.1155104637146
25,3199,4.460239410400391,0.008939285762608051,0.5193192362785339,0.008329963311553001,1.0963859558105469,,,,,
25,3217,,,,,,217.12518310546875,0.06932754814624786,20.4735107421875,0.00934425089508295,42.926025390625
25,3248,,,,,,4.545633792877197,1.3317524462763686e-05,0.9090415239334106,0.007967639714479446,1.4035764932632446
26,3280,,,,,,8.452219009399414,4.6470137021970004e-05,1.1874805688858032,0.008062400855123997,2.073478937149048
26,3299,4.025835037231445,0.0,0.6298040747642517,0.006654605735093355,1.0656605958938599,,,,,
26,3311,,,,,,6.063418865203857,0.0001072206869139336,0.9264948964118958,0.00809741485863924,1.5743961334228516
26,3342,,,,,,22.06369972229004,0.0003299653762951493,8.97325325012207,0.012622877955436707,11.2460355758667
26,3373,,,,,,4.523116111755371,0.0003886081394739449,0.5830059051513672,0.00811160821467638,1.0797616243362427
27,3399,4.034493923187256,0.0,0.4353366196155548,0.007321523502469063,0.8753936290740967,,,,,
27,3405,,,,,,5.263247489929199,0.018227528780698776,0.6134775876998901,0.007952992804348469,1.3618427515029907
27,3436,,,,,,28.880279541015625,1.2440583304851316e-05,6.826810836791992,0.009233903139829636,9.761134147644043
27,3467,,,,,,4.520544052124023,0.00010544639371801168,0.5137308835983276,0.00793040543794632,1.0064918994903564
27,3498,,,,,,5.261959075927734,0.0035536971408873796,0.7687763571739197,0.007950044237077236,1.3702596426010132
27,3499,3.943230628967285,0.0002099927660310641,0.35776013135910034,0.009158962406218052,0.7999778985977173,,,,,
28,3530,,,,,,5.093785762786865,0.01878717727959156,0.575362503528595,0.008359898813068867,1.3144125938415527
28,3561,,,,,,9.581645011901855,0.0007267657783813775,1.5081959962844849,0.007951520383358002,2.5133860111236572
28,3592,,,,,,6.836403846740723,0.0003293358313385397,1.4127802848815918,0.010537080466747284,2.1523990631103516
28,3599,3.946927547454834,0.0,0.5953717231750488,0.008456315845251083,1.0323461294174194,,,,,
28,3623,,,,,,6.279539585113525,7.600522076245397e-05,0.5758296847343445,0.007958414033055305,1.244335651397705
29,3655,,,,,,4.301157474517822,0.044983554631471634,0.47212231159210205,0.008054589852690697,1.3923465013504028
29,3686,,,,,,4.782042980194092,0.00024345472047571093,0.4261535406112671,0.00794448982924223,0.9465147852897644
29,3699,3.921692132949829,0.0,0.30988404154777527,0.008680222555994987,0.7454543709754944,,,,,
29,3717,,,,,,15.185068130493164,7.060118514345959e-05,1.2258161306381226,0.008111190982162952,2.7855844497680664
29,3748,,,,,,44.211666107177734,0.00025407547946088016,4.180143356323242,0.00808100588619709,8.644257545471191
30,3780,,,,,,4.660364627838135,0.0001711659861030057,0.42936739325523376,0.008106743916869164,0.9376492500305176
30,3799,3.6917128562927246,8.735946175875142e-05,0.37204688787460327,0.00814829207956791,0.7828332185745239,,,,,
30,3811,,,,,,4.006415367126465,4.2771924199769273e-05,0.3896270990371704,0.007950465194880962,0.8304487466812134
30,3842,,,,,,5.039684772491455,0.0015880747232586145,0.5340969562530518,0.007937583141028881,1.0936341285705566
30,3873,,,,,,43.96184539794922,0.0018329886952415109,13.09615421295166,0.011502902954816818,17.568180084228516
31,3899,3.601099729537964,0.0,0.2986852526664734,0.008085028268396854,0.6992203593254089,,,,,
31,3905,,,,,,4.575993061065674,0.8708593845367432,0.45430833101272583,0.008116052486002445,9.66108226776123
31,3936,,,,,,3.967341899871826,4.574256672640331e-05,0.41742920875549316,0.007919500581920147,0.8542183637619019
31,3967,,,,,,6.060489654541016,1.0941206710413098e-05,0.494614839553833,0.00831741001456976,1.1423604488372803
31,3998,,,,,,4.24268913269043,0.00016139373474288732,0.3588857650756836,0.007969656959176064,0.8246169090270996
31,3999,3.899752378463745,0.0,0.29891547560691833,0.007833180017769337,0.7280566096305847,,,,,
32,4030,,,,,,28.320844650268555,2.3571694782731356e-06,10.403470039367676,0.014524543657898903,13.308204650878906
32,4061,,,,,,4.819957256317139,1.7958571334020235e-05,0.39018407464027405,0.00804722961038351,0.9125955700874329
32,4092,,,,,,4.132689952850342,3.121313739029574e-06,2.140174150466919,0.007935840636491776,2.593153238296509
32,4099,3.483473777770996,0.0,1.4552127122879028,0.007820810191333294,1.8426642417907715,,,,,
32,4123,,,,,,4.736303806304932,0.0,0.6725162267684937,0.007938764058053493,1.1858407258987427
33,4155,,,,,,4.288527011871338,0.0,0.6817765235900879,0.00804060697555542,1.150832176208496
33,4186,,,,,,4.274653911590576,4.964402251061983e-06,0.4457845091819763,0.008047295734286308,0.9135361313819885
33,4199,3.4563655853271484,0.0,0.2862931787967682,0.008351360447704792,0.6736865639686584,,,,,
33,4217,,,,,,8.761487007141113,6.431771115700258e-09,1.2735525369644165,0.00842209905385971,2.1918115615844727
33,4248,,,,,,5.420918941497803,0.00017477328947279602,12.486093521118164,0.007995892316102982,13.069912910461426
34,4280,,,,,,50.46733474731445,6.829480298620183e-06,37.6568717956543,0.008171659894287586,42.744529724121094
34,4299,3.513375759124756,0.013206695206463337,0.9657348394393921,0.007705030497163534,1.4876644611358643,,,,,
34,4311,,,,,,4.550646781921387,1.2655357750190888e-05,1.0656683444976807,0.007924920879304409,1.560483694076538
34,4342,,,,,,3.4159114360809326,1.6638909073662944e-05,0.6183841228485107,0.007919000461697578,0.9997368454933167
34,4373,,,,,,3.6073501110076904,9.62436956797319e-07,0.7148504257202148,0.00798978004604578,1.115544080734253
35,4399,3.2164077758789062,0.0,0.6282287240028381,0.00837834645062685,0.9917612671852112,,,,,
35,4405,,,,,,6.300167560577393,3.273689799243584e-05,1.1809855699539185,0.007937484420835972,1.851016640663147
35,4436,,,,,,346.00341796875,2.6571968192001805e-05,603.0975952148438,0.02219715155661106,637.8092041015625
35,4467,,,,,,3.4342002868652344,4.096428892808035e-05,0.39691847562789917,0.007917654700577259,0.7803362011909485
35,4498,,,,,,4.150390148162842,0.0,0.49104052782058716,0.007923610508441925,0.945697546005249
35,4499,3.228461265563965,0.0,0.29171332716941833,0.007753642275929451,0.6533277034759521,,,,,
36,4530,,,,,,4.172346115112305,0.0,0.5169997215270996,0.007927323691546917,0.9738709926605225
36,4561,,,,,,18.764772415161133,0.0,4.166036128997803,0.008043003268539906,6.082729339599609
36,4592,,,,,,6.679772853851318,0.0002863081463146955,0.7131878137588501,0.007933756336569786,1.423696756362915
36,4599,3.246332883834839,0.0,0.26771247386932373,0.008031328208744526,0.6325024366378784,,,,,
36,4623,,,,,,3.7127583026885986,0.0,0.44848549365997314,0.007970624603331089,0.8596143126487732
37,4655,,,,,,5.118250370025635,5.910702839173609e-06,0.7423697710037231,0.007991737686097622,1.294212818145752
37,4686,,,,,,4.066668510437012,3.835642201011069e-05,0.5699703693389893,0.007924269884824753,1.0166420936584473
37,4699,3.153653621673584,0.0,0.3146727383136749,0.007703948300331831,0.66855788230896,,,,,
37,4717,,,,,,3.5716307163238525,0.7879348397254944,0.3155958354473114,0.007918661460280418,8.59170150756836
37,4748,,,,,,4.759610652923584,0.0,0.7950838208198547,0.007988722063601017,1.3109887838363647
38,4780,,,,,,3.493032217025757,1.0412069059384521e-05,0.30198147892951965,0.007916444912552834,0.6909711360931396
38,4799,3.0765016078948975,0.0,0.25345465540885925,0.00813506729900837,0.6017801761627197,,,,,
38,4811,,,,,,3.583636522293091,2.7018361379305134e-06,0.4334675669670105,0.007930148392915726,0.8315088152885437
38,4842,,,,,,5.732934474945068,0.0,0.5728680491447449,0.007925924845039845,1.185791254043579
38,4873,,,,,,14.933506965637207,1.6213639355555642e-06,2.8911032676696777,0.008208323270082474,4.425511837005615
39,4899,3.1495025157928467,0.0,0.21420732140541077,0.008649461902678013,0.5724048614501953,,,,,
39,4905,,,,,,3.808051109313965,7.304702176469391e-09,0.3086935579776764,0.007917530834674835,0.7290863394737244
39,4936,,,,,,7.706378936767578,2.538570242904825e-06,0.31761687994003296,0.007915203459560871,1.1278560161590576
39,4967,,,,,,3.89835786819458,0.0,0.4633157253265381,0.007938415743410587,0.8928434252738953
39,4998,,,,,,9.721651077270508,5.648112619383028e-06,0.4584249258041382,0.007931217551231384,1.4703024625778198
39,4999,3.011894702911377,0.0016403294866904616,0.188797727227211,0.006996599491685629,0.5413734912872314,,,,,
40,5030,,,,,,3.1142563819885254,1.507117303845007e-06,0.20086973905563354,0.007914368063211441,0.5518823266029358
40,5061,,,,,,3.225830316543579,6.08573009230895e-06,0.20414017140865326,0.00791728775948286,0.5663705468177795
40,5092,,,,,,4.86307430267334,0.0001899163908092305,0.447396844625473,0.008005736395716667,0.9756321310997009
40,5099,2.990935802459717,7.25724603398703e-05,0.1719406694173813,0.006906669121235609,0.5062932968139648,,,,,
40,5123,,,,,,4.02360725402832,2.1767871658084914e-05,0.4964738190174103,0.008038138970732689,0.9392430186271667
41,5155,,,,,,4.032647609710693,6.04380875302013e-05,0.46802806854248047,0.007923402823507786,0.9115143418312073
41,5186,,,,,,7.0634918212890625,3.9219894460984506e-06,0.44009673595428467,0.007935437373816967,1.1861624717712402
41,5199,2.766958236694336,5.96464415139053e-05,0.15917153656482697,0.006976474076509476,0.4713461995124817,,,,,
41,5217,,,,,,2.974541425704956,0.0005146610783413053,0.17571017146110535,0.007915372960269451,0.5178878307342529
41,5248,,,,,,3.178849220275879,3.6571516375261126e-06,0.183600053191185,0.007914380170404911,0.5410935282707214
42,5280,,,,,,2.9511795043945312,0.00014331650163512677,0.23544111847877502,0.007913625799119473,0.5715603232383728
42,5299,2.8263297080993652,0.0,0.13814537227153778,0.007242280058562756,0.45698973536491394,,,,,
42,5311,,,,,,3.072709083557129,3.5673213005793514e-07,0.19310863316059113,0.007916215807199478,0.5399640798568726
42,5342,,,,,,3.5151052474975586,0.002265190938487649,0.23932881653308868,0.0079248808324337,0.6531156897544861
42,5373,,,,,,30.619613647460938,8.28563715913333e-05,2.769120454788208,0.008215619251132011,5.872988224029541
43,5399,2.709822177886963,0.0,0.18302887678146362,0.007573032286018133,0.4918762743473053,,,,,
43,5405,,,,,,3.359642267227173,0.0,0.3170018494129181,0.007919271476566792,0.6925624012947083
43,5436,,,,,,5.435122013092041,0.0,0.4721981883049011,0.007924447767436504,1.0553327798843384
43,5467,,,,,,3.1461739540100098,0.0002255486324429512,0.1998765617609024,0.007917193695902824,0.55633544921875
43,5498,,,,,,2.907472610473633,0.00016535419854335487,0.15332049131393433,0.007913066074252129,0.4852866530418396
43,5499,2.597099781036377,0.0,0.1509861946105957,0.007941877469420433,0.4504055678844452,,,,,
44,5530,,,,,,12.324435234069824,3.8493177271448076e-05,1.2147958278656006,0.008032398298382759,2.4877865314483643
44,5561,,,,,,3.1191112995147705,0.00042329373536631465,0.1842959076166153,0.00791587121784687,0.5400193929672241
44,5592,,,,,,3.1463534832000732,0.0,0.21197281777858734,0.007914413698017597,0.5661800503730774
44,5599,2.703824758529663,0.0,0.14601409435272217,0.008451740257441998,0.45865529775619507,,,,,
44,5623,,,,,,10.704243659973145,0.05924072861671448,0.79466712474823,0.00795853603631258,2.497291088104248
45,5655,,,,,,2.6976706981658936,0.005041874945163727,0.33934953808784485,0.007913995534181595,0.6991055011749268
45,5686,,,,,,2.770413637161255,0.002889408962801099,0.2264413684606552,0.007912663742899895,0.5719400644302368
45,5699,2.751277208328247,0.0020540475379675627,0.19481231272220612,0.0073275077156722546,0.5271180868148804,,,,,
45,5717,,,,,,3.502472400665283,0.0,0.3118093013763428,0.007915030233561993,0.7016315460205078
45,5748,,,,,,3.2803282737731934,0.0,0.24936382472515106,0.007917325012385845,0.61698317527771
46,5780,,,,,,2.8515517711639404,0.0,0.19385524094104767,0.007915263995528221,0.5185867547988892
46,5799,2.6674489974975586,0.0,0.204417884349823,0.006823464296758175,0.5052801370620728,,,,,
46,5811,,,,,,2.920469284057617,0.0,0.1972542256116867,0.007913214154541492,0.5288673043251038
46,5842,,,,,,2.770883083343506,0.0026630109641700983,0.19750379025936127,0.007913755252957344,0.5407910943031311
46,5873,,,,,,2.611084222793579,0.0014102975837886333,1.9791654348373413,0.007914413698017597,2.2939491271972656
47,5899,2.7891509532928467,0.0,0.7303035855293274,0.0074632735922932625,1.0465350151062012,,,,,
47,5905,,,,,,4.1369194984436035,0.0007522344822064042,0.7287251949310303,0.007912932895123959,1.1895041465759277
47,5936,,,,,,9.343169212341309,0.0007727742777206004,3.517210006713867,0.007961679250001907,4.499063968658447
47,5967,,,,,,2.644073963165283,0.0,12.57260513305664,0.007914903573691845,12.876582145690918
47,5998,,,,,,14161.298828125,0.0,9719.4150390625,0.01000816747546196,11135.595703125
47,5999,12.841178894042969,0.0,35.84870910644531,0.007176494691520929,37.16870880126953,,,,,
48,6030,,,,,,119607.8828125,2.9940478801727295,34408.80859375,0.025426840409636497,46399.66796875
48,6061,,,,,,1568.784423828125,0.0,2086.97265625,0.008403879590332508,2243.89306640625
48,6092,,,,,,108.42823028564453,0.0,59.01381301879883,0.008003358729183674,69.89664459228516
48,6099,6.403292655944824,0.0,4.938289642333984,0.008775177411735058,5.622494697570801,,,,,
48,6123,,,,,,16.212812423706055,125.00834655761719,5.213036060333252,0.007916752249002457,1256.95751953125
49,6155,,,,,,31.88605499267578,0.0,8.87771987915039,0.007919355295598507,12.105925559997559
49,6186,,,,,,6.681369781494141,0.08303122967481613,3.538551092147827,0.007913857698440552,5.076570510864258
49,6199,5.646894454956055,0.0,2.5120954513549805,0.007169706746935844,3.112633466720581,,,,,
49,6217,,,,,,51.792503356933594,0.0,10.013618469238281,0.007925912737846375,15.232500076293945
49,6248,,,,,,14.242143630981445,0.0007004124345257878,4.9887824058532715,0.007944933138787746,6.459726333618164
50,6280,,,,,,64.56438446044922,0.0,40.880210876464844,0.008029581047594547,47.376800537109375
50,6299,5.348129749298096,0.0,7.0355610847473145,0.008110897615551949,7.610928535461426,,,,,
50,6311,,,,,,11.97437858581543,0.0,5.71666955947876,0.007913914509117603,6.953676700592041
