epoch,step,train_abs_recon_loss,train_kld_loss,train_rel_recon_loss,train_total_loss,val_abs_recon_loss,val_kld_loss,val_rel_recon_loss,val_total_loss
8,2099,0.042078856378793716,0.005951035302132368,0.00648545054718852,0.05451534315943718,,,,
8,2123,,,,,0.04243796691298485,0.006991447880864143,0.0061434293165802956,0.05557285621762276
8,2185,,,,,0.042447421699762344,0.006904279813170433,0.006143499165773392,0.055495183914899826
8,2199,0.039973415434360504,0.00565345911309123,0.006523114163428545,0.05214998871088028,,,,
8,2247,,,,,0.042345624417066574,0.006276270840317011,0.0061493259854614735,0.05477120354771614
9,2299,0.04700559750199318,0.012337065301835537,0.006543283816426992,0.06588594615459442,,,,
9,2311,,,,,0.04233311116695404,0.00694125285372138,0.006149402353912592,0.05542377009987831
9,2373,,,,,0.04232342541217804,0.0058893789537250996,0.006129919085651636,0.054342713207006454
9,2399,0.03834685683250427,0.0048124464228749275,0.005809344816952944,0.04896864667534828,,,,
9,2435,,,,,0.042195696383714676,0.005154459737241268,0.006129687186330557,0.05347984656691551
9,2497,,,,,0.04215241223573685,0.0060559287667274475,0.006142496597021818,0.054350849241018295
9,2499,0.03705770522356033,0.003523534629493952,0.005764414556324482,0.046345654875040054,,,,
10,2561,,,,,0.04211802035570145,0.005979006644338369,0.006127900443971157,0.05422492325305939
10,2599,0.045325297862291336,0.0058779180981218815,0.006164319347590208,0.057367537170648575,,,,
10,2623,,,,,0.04210534319281578,0.004906884394586086,0.006133474409580231,0.05314572528004646
10,2685,,,,,0.04227466136217117,0.00529284356161952,0.006144772283732891,0.05371226742863655
10,2699,0.038631197065114975,0.0038869918789714575,0.0054108924232423306,0.047929078340530396,,,,
10,2747,,,,,0.042228564620018005,0.0047488887794315815,0.0061537399888038635,0.05313117057085037
11,2799,0.044768210500478745,0.008716965094208717,0.005832657217979431,0.05931783467531204,,,,
11,2811,,,,,0.042079295963048935,0.00393889332190156,0.006127254106104374,0.052145443856716156
11,2873,,,,,0.04201820120215416,0.004337384831160307,0.006130015943199396,0.05248558893799782
11,2899,0.04292743280529976,0.009206438437104225,0.006191213149577379,0.05832508206367493,,,,
11,2935,,,,,0.04212677851319313,0.004506700672209263,0.006129200104624033,0.05276268348097801
11,2997,,,,,0.04205482080578804,0.004679016303271055,0.006124874111264944,0.052858710289001465
11,2999,0.03896291181445122,0.0037928761448711157,0.006082715466618538,0.048838503658771515,,,,
12,3061,,,,,0.04197423532605171,0.00432229321449995,0.006130750756710768,0.05242728069424629
12,3099,0.04110002890229225,0.002769193146377802,0.005916231777518988,0.04978545382618904,,,,
12,3123,,,,,0.042004529386758804,0.004293341655284166,0.006129047367721796,0.05242693051695824
12,3185,,,,,0.042003560811281204,0.003658692119643092,0.006129763554781675,0.05179201811552048
12,3199,0.038352400064468384,0.003316500922665,0.0057306173257529736,0.04739951714873314,,,,
12,3247,,,,,0.04199940338730812,0.0036512191873043776,0.006147969514131546,0.05179859325289726
13,3299,0.04429485276341438,0.0037057220470160246,0.005811730865389109,0.05381230637431145,,,,
13,3311,,,,,0.041973378509283066,0.00329288630746305,0.006141149904578924,0.05140741541981697
13,3373,,,,,0.041984833776950836,0.0028832105454057455,0.006143407430499792,0.051011454313993454
13,3399,0.035312820225954056,0.002755895256996155,0.005093741230666637,0.04316245764493942,,,,
13,3435,,,,,0.0419844426214695,0.004860735964030027,0.006124407052993774,0.052969589829444885
13,3497,,,,,0.041970815509557724,0.003101523732766509,0.006138389930129051,0.051210738718509674
13,3499,0.04995851218700409,0.004641026258468628,0.0063724881038069725,0.060972027480602264,,,,
14,3561,,,,,0.04197914898395538,0.0026882821694016457,0.006140086334198713,0.050807517021894455
14,3599,0.04050399735569954,0.002692857524380088,0.005616260226815939,0.0488131120800972,,,,
14,3623,,,,,0.04198816791176796,0.00401482405140996,0.0061302208341658115,0.05213319510221481
14,3685,,,,,0.04201093688607216,0.00262866890989244,0.006119298283010721,0.05075889453291893
14,3699,0.04282951354980469,0.0029594094958156347,0.005756068043410778,0.05154499039053917,,,,
14,3747,,,,,0.04196441173553467,0.002444520592689514,0.00613346928730607,0.050542399287223816
15,3799,0.03654039278626442,0.0016129404539242387,0.004975616466253996,0.04312894865870476,,,,
15,3811,,,,,0.04200655594468117,0.00280699972063303,0.006122581660747528,0.05093614012002945
15,3873,,,,,0.041990503668785095,0.003058670088648796,0.006134148221462965,0.05118332430720329
15,3899,0.04278630390763283,0.0029357881285250187,0.00564338406547904,0.05136547610163689,,,,
15,3935,,,,,0.04200614616274834,0.0025619424413889647,0.006132635287940502,0.05070072412490845
15,3997,,,,,0.04200365021824837,0.002912926720455289,0.006126152817159891,0.05104275047779083
15,3999,0.04381382092833519,0.002008822513744235,0.007685110438615084,0.05350775271654129,,,,
16,4061,,,,,0.04203533008694649,0.009578103199601173,0.006131900940090418,0.05774534493684769
16,4099,0.04397723078727722,0.004779699724167585,0.0062755197286605835,0.05503245070576668,,,,
16,4123,,,,,0.041954055428504944,0.002571140881627798,0.006125173531472683,0.050650350749492645
16,4185,,,,,0.04202602058649063,0.0026604109443724155,0.006136144045740366,0.05082256719470024
16,4199,0.03842936456203461,0.0019814849365502596,0.0045609548687934875,0.044971805065870285,,,,
16,4247,,,,,0.042003534734249115,0.0025267230812460184,0.006133046466857195,0.0506633035838604
17,4299,0.03564634174108505,0.0020725876092910767,0.0053225974552333355,0.04304152727127075,,,,
17,4311,,,,,0.041982054710388184,0.0019168573198840022,0.0061327307485044,0.050031647086143494
17,4373,,,,,0.04197322577238083,0.003492800984531641,0.006124850362539291,0.05159089341759682
17,4399,0.04103983938694,0.0015994757413864136,0.006623264867812395,0.049262579530477524,,,,
17,4435,,,,,0.04202709719538689,0.0024271460715681314,0.006144424434751272,0.05059867724776268
17,4497,,,,,0.042009685188531876,0.001772277057170868,0.006133344490081072,0.04991530254483223
17,4499,0.03790886327624321,0.0021164894569665194,0.005624047480523586,0.04564940184354782,,,,
18,4561,,,,,0.041966427117586136,0.002342479769140482,0.006130353081971407,0.0504392646253109
18,4599,0.04667489603161812,0.0034733207430690527,0.007492082193493843,0.05764029920101166,,,,
18,4623,,,,,0.042112380266189575,0.0018177410820499063,0.006138012744486332,0.050068121403455734
18,4685,,,,,0.04202103242278099,0.002124947728589177,0.00614889757707715,0.050294894725084305
18,4699,0.03798779100179672,0.0011978477705270052,0.005089719779789448,0.04427535831928253,,,,
18,4747,,,,,0.04205939546227455,0.001625476754270494,0.006127065978944302,0.04981192573904991
19,4799,0.04138292372226715,0.0015763879055157304,0.00637519545853138,0.04933450371026993,,,,
19,4811,,,,,0.04208479821681976,0.0016314673703163862,0.006124026607722044,0.04984027519822121
19,4873,,,,,0.042044058442115784,0.002599673578515649,0.006151442416012287,0.050795167684555054
19,4899,0.044700197875499725,0.0019583969842642546,0.0070106275379657745,0.053669221699237823,,,,
19,4935,,,,,0.042013801634311676,0.001700081629678607,0.006152184214442968,0.049866072833538055
19,4997,,,,,0.04201102256774902,0.0024823942221701145,0.006137073505669832,0.05063047260046005
19,4999,0.04488283023238182,0.0019868374802172184,0.007010758854448795,0.05388042703270912,,,,
20,5061,,,,,0.04205948859453201,0.0013913451693952084,0.006137932650744915,0.04958876594901085
20,5099,0.0368817113339901,0.0022862465120851994,0.005230780225247145,0.04439873993396759,,,,
20,5123,,,,,0.04200271889567375,0.0014069174649193883,0.006138131953775883,0.04954775795340538
20,5185,,,,,0.04204849526286125,0.002017553895711899,0.006144930608570576,0.05021098628640175
20,5199,0.039122074842453,0.0012274206383153796,0.005666248966008425,0.04601574316620827,,,,
20,5247,,,,,0.04202961549162865,0.0028054339345544577,0.006121910642832518,0.050956953316926956
21,5299,0.04651298001408577,0.0012155711883679032,0.007774439174681902,0.055502988398075104,,,,
21,5311,,,,,0.042013462632894516,0.0015633640578016639,0.006137860007584095,0.04971468448638916
21,5373,,,,,0.04204314574599266,0.0016879976028576493,0.0061285654082894325,0.04985971376299858
21,5399,0.037105102092027664,0.001751542091369629,0.005135020241141319,0.04399166256189346,,,,
21,5435,,,,,0.04203491285443306,0.0020699724555015564,0.006147335283458233,0.050252221524715424
21,5497,,,,,0.04209039732813835,0.002521808724850416,0.006115549243986607,0.05072777718305588
21,5499,0.0459870770573616,0.0012005389435216784,0.007587864995002747,0.054775480180978775,,,,
22,5561,,,,,0.042063064873218536,0.002351057017222047,0.00612638657912612,0.050540491938591
22,5599,0.04444020614027977,0.002689763903617859,0.007034996524453163,0.05416496843099594,,,,
22,5623,,,,,0.04202421382069588,0.0014117585960775614,0.006135233677923679,0.0495711974799633
22,5685,,,,,0.042053256183862686,0.0014206261839717627,0.006134730763733387,0.04960862547159195
22,5699,0.036980040371418,0.0014805436367169023,0.004899578168988228,0.043360158801078796,,,,
22,5747,,,,,0.04205181077122688,0.0035200761631131172,0.006123056635260582,0.05169491842389107
23,5799,0.03709904104471207,0.0012108177179470658,0.0058938292786479,0.04420368745923042,,,,
23,5811,,,,,0.042093705385923386,0.002066517248749733,0.006127806846052408,0.05028802528977394
23,5873,,,,,0.04203997552394867,0.001174748525954783,0.0061256675980985165,0.0493403859436512
23,5899,0.038574669510126114,0.0020442933309823275,0.005426306743174791,0.046045269817113876,,,,
23,5935,,,,,0.042013462632894516,0.0025275463704019785,0.006140612997114658,0.05068160220980644
23,5997,,,,,0.042134422808885574,0.0014766071690246463,0.006128624547272921,0.049739670008420944
23,5999,0.038689788430929184,0.002624848624691367,0.005296080838888884,0.046610716730356216,,,,
24,6061,,,,,0.04212025925517082,0.0022382233291864395,0.006134336814284325,0.05049282684922218
24,6099,0.0421629473567009,0.002368116518482566,0.006862142588943243,0.05139320343732834,,,,
24,6123,,,,,0.04206979274749756,0.0014119199477136135,0.006125339772552252,0.049607060849666595
24,6185,,,,,0.04201270267367363,0.0022132988087832928,0.006117923650890589,0.050343919545412064
24,6199,0.0454757958650589,0.004685345571488142,0.0060958550311625,0.05625699833035469,,,,
24,6247,,,,,0.04207109659910202,0.006325999274849892,0.00613410584628582,0.054531220346689224
25,6299,0.04055164381861687,0.0024104982148855925,0.005608053877949715,0.04857019707560539,,,,
25,6311,,,,,0.04214147850871086,0.0019380925223231316,0.006144246552139521,0.050223805010318756
25,6373,,,,,0.042031947523355484,0.0010988629655912519,0.00616502296179533,0.049295831471681595
25,6399,0.04261486232280731,0.0015503704780712724,0.006465711165219545,0.05063094198703766,,,,
25,6435,,,,,0.042064130306243896,0.002202740404754877,0.006137795280665159,0.05040467530488968
25,6497,,,,,0.04208769649267197,0.0014575967798009515,0.00613756338134408,0.0496828630566597
25,6499,0.03931070491671562,0.0012972563272342086,0.0058516813442111015,0.04645964503288269,,,,
26,6561,,,,,0.0421043261885643,0.0015529708471149206,0.006123099476099014,0.049780406057834625
26,6599,0.03741489723324776,0.0025905072689056396,0.005216661375015974,0.04522206634283066,,,,
26,6623,,,,,0.04212728142738342,0.001307361526414752,0.006141258403658867,0.04957589507102966
26,6685,,,,,0.042040031403303146,0.001096911495551467,0.00613032840192318,0.04926728829741478
26,6699,0.03634902089834213,0.001039293478243053,0.0051360344514250755,0.04252434894442558,,,,
26,6747,,,,,0.04207511618733406,0.015312330797314644,0.006123085506260395,0.06351055949926376
27,6799,0.037398677319288254,0.0015500367153435946,0.0053802006877958775,0.04432891681790352,,,,
27,6811,,,,,0.041997358202934265,0.0013226779410615563,0.0061377426609396935,0.04945775493979454
27,6873,,,,,0.042072996497154236,0.0013573047472164035,0.006119754631072283,0.049550045281648636
27,6899,0.04536860063672066,0.0013294637901708484,0.007601606193929911,0.054299671202898026,,,,
27,6935,,,,,0.042032353579998016,0.001138078747317195,0.006131577771157026,0.04930202290415764
27,6997,,,,,0.04208959639072418,0.000903188600204885,0.006123957224190235,0.04911676049232483
27,6999,0.03767409175634384,0.0009146809461526573,0.005354723427444696,0.04394349828362465,,,,
28,7061,,,,,0.04207737743854523,0.0009978278540074825,0.006119234021753073,0.04919443652033806
28,7099,0.04233860597014427,0.001159521983936429,0.006893766578286886,0.050391893833875656,,,,
28,7123,,,,,0.04202261194586754,0.0012998906895518303,0.006137507036328316,0.0494600273668766
28,7185,,,,,0.04207233339548111,0.0010911065619438887,0.006134927272796631,0.04929837957024574
28,7199,0.03909795731306076,0.002763950964435935,0.005484598223119974,0.047346506267786026,,,,
28,7247,,,,,0.04219583794474602,0.001586640952154994,0.0061128102242946625,0.049895282834768295
29,7299,0.04408736526966095,0.0009128362289629877,0.006736238487064838,0.051736440509557724,,,,
29,7311,,,,,0.04217085242271423,0.0006264440016821027,0.006130881141871214,0.04892818257212639
29,7373,,,,,0.04210345447063446,0.0026228693313896656,0.006130928173661232,0.050857242196798325
29,7399,0.038805387914180756,0.0017650127410888672,0.005180113948881626,0.045750513672828674,,,,
29,7435,,,,,0.04204196855425835,0.0025686926674097776,0.006160495802760124,0.05077115446329117
29,7497,,,,,0.042058829218149185,0.0016282654833048582,0.006128781940788031,0.04981588199734688
29,7499,0.03875457122921944,0.001167276524938643,0.005090783815830946,0.04501263052225113,,,,
30,7561,,,,,0.042150527238845825,0.0006641013897024095,0.0061491383239626884,0.04896378517150879
30,7599,0.03702428191900253,0.0003993183490820229,0.005477856379002333,0.042901456356048584,,,,
30,7623,,,,,0.04206736758351326,0.0010437361197546124,0.006140073761343956,0.04925118759274483
30,7685,,,,,0.042064640671014786,0.004277882631868124,0.006138797849416733,0.052481308579444885
30,7699,0.04498112574219704,0.0019520878558978438,0.0074591198936104774,0.05439233407378197,,,,
30,7747,,,,,0.04207795858383179,0.0010537285124883056,0.006139974109828472,0.049271661788225174
31,7799,0.039481598883867264,0.0011600941652432084,0.0055205076932907104,0.046162199229002,,,,
31,7811,,,,,0.04212730750441551,0.0012998867314308882,0.006120043341070414,0.0495472326874733
31,7873,,,,,0.04205263406038284,0.0013467184035107493,0.006120800040662289,0.04952015355229378
31,7899,0.053411658853292465,0.0008473724010400474,0.008239307440817356,0.062498338520526886,,,,
31,7935,,,,,0.0420079305768013,0.0010198538657277822,0.006136155221611261,0.04916392266750336
31,7997,,,,,0.04208953678607941,0.0008430570014752448,0.006139861885458231,0.04907244071364403
31,7999,0.04059850051999092,0.0011151343351230025,0.005686960648745298,0.04740059748291969,,,,
32,8061,,,,,0.04204762354493141,0.007825509645044804,0.006128732115030289,0.056001871824264526
32,8099,0.03651197627186775,0.0009585350635461509,0.004652370698750019,0.04212288185954094,,,,
32,8123,,,,,0.04208635538816452,0.0034360650461167097,0.006121831014752388,0.05164426937699318
32,8185,,,,,0.04204864427447319,0.0005551477079279721,0.006126083433628082,0.048729896545410156
32,8199,0.0446750782430172,0.0009473085519857705,0.006458117160946131,0.05208050459623337,,,,
32,8247,,,,,0.04210439696907997,0.0005462702829390764,0.006130174268037081,0.04878081753849983
33,8299,0.04207117110490799,0.00048510730266571045,0.006291519850492477,0.04884779825806618,,,,
33,8311,,,,,0.04199233278632164,0.0003660022921394557,0.0061252606101334095,0.04848359152674675
33,8373,,,,,0.042028944939374924,0.0004687747568823397,0.006144383456557989,0.048642098903656006
33,8399,0.043361224234104156,0.001919248723424971,0.006375321187078953,0.05165579169988632,,,,
33,8435,,,,,0.04204058274626732,0.0006564052309840918,0.006116388365626335,0.048813384026288986
33,8497,,,,,0.042009539902210236,0.0017520423280075192,0.006130849942564964,0.04989243298768997
33,8499,0.04463355988264084,0.0017807036638259888,0.006271184887737036,0.05268544703722,,,,
34,8561,,,,,0.04204840585589409,0.00029590283520519733,0.006124975625425577,0.048469286412000656
34,8599,0.04600393399596214,0.0005340963834896684,0.006270492449402809,0.052808523178100586,,,,
34,8623,,,,,0.04196762293577194,0.0003505797649268061,0.00612256582826376,0.048440784215927124
34,8685,,,,,0.04205068200826645,0.0003576749877538532,0.006132096517831087,0.048540450632572174
34,8699,0.04079088196158409,0.0007344514015130699,0.006252567749470472,0.04777790233492851,,,,
34,8747,,,,,0.04216720536351204,0.003198001068085432,0.006127765867859125,0.051492977887392044
35,8799,0.03997482359409332,0.0005612462991848588,0.005808779038488865,0.04634484648704529,,,,
35,8811,,,,,0.04209349304437637,0.0006315819337032735,0.006120632868260145,0.04884571209549904
35,8873,,,,,0.04204782471060753,0.00230732886120677,0.006121926940977573,0.05047706514596939
35,8899,0.044073015451431274,0.0021004825830459595,0.006341908592730761,0.05251540616154671,,,,
35,8935,,,,,0.0420638844370842,0.0017170452047139406,0.0061427014879882336,0.049923621118068695
35,8997,,,,,0.042028121650218964,0.0005283954087644815,0.006126997992396355,0.048683520406484604
35,8999,0.04424996301531792,0.0004993230104446411,0.0076942453160882,0.05244353041052818,,,,
36,9061,,,,,0.04201839864253998,0.002482758602127433,0.006132535170763731,0.050633709877729416
36,9099,0.05213543772697449,0.001509594963863492,0.008309094235301018,0.06195412948727608,,,,
36,9123,,,,,0.04201969504356384,0.002056256402283907,0.006135784555226564,0.050211746245622635
36,9185,,,,,0.04203762486577034,0.0016974732279777527,0.006114379037171602,0.0498494952917099
36,9199,0.040390677750110626,0.00205612787976861,0.006238199304789305,0.04868500679731369,,,,
36,9247,,,,,0.0420025996863842,0.0006349354516714811,0.006133785471320152,0.048771318048238754
37,9299,0.03594566881656647,0.00035162270069122314,0.005315688904374838,0.041612979024648666,,,,
37,9311,,,,,0.0419759638607502,0.00037585923564620316,0.006126210559159517,0.048478029668331146
37,9373,,,,,0.042038049548864365,0.0010767672210931778,0.006133300252258778,0.049248117953538895
37,9399,0.04272860661149025,0.0016143590910360217,0.006568841636180878,0.050911806523799896,,,,
37,9435,,,,,0.04196819290518761,0.009282681159675121,0.0061274683102965355,0.057378336787223816
37,9497,,,,,0.041988253593444824,0.0006959221791476011,0.006132681854069233,0.048816878348588943
37,9499,0.04505942389369011,0.0011348515981808305,0.007133278530091047,0.05332755297422409,,,,
38,9561,,,,,0.042030319571495056,0.0003569308901205659,0.0061316536739468575,0.04851888492703438
38,9599,0.0437442921102047,0.00037052930565550923,0.006933333817869425,0.0510481558740139,,,,
38,9623,,,,,0.04202300310134888,0.0003711266617756337,0.006134453229606152,0.04852859303355217
38,9685,,,,,0.04198267683386803,0.00032687876955606043,0.006141608115285635,0.04845116659998894
38,9699,0.04379165172576904,0.0006839573616161942,0.005471684504300356,0.04994729161262512,,,,
38,9747,,,,,0.04197041690349579,0.00031180563382804394,0.0061301374807953835,0.04841235652565956
39,9799,0.04106976091861725,0.00016003847122192383,0.006160463206470013,0.04739026352763176,,,,
39,9811,,,,,0.04205669090151787,0.0002512161445338279,0.006126821972429752,0.04843471944332123
39,9873,,,,,0.04205950349569321,0.0005304390797391534,0.006117052864283323,0.04870697483420372
39,9899,0.04057763144373894,0.001641613314859569,0.005752005614340305,0.047971248626708984,,,,
39,9935,,,,,0.04200451076030731,0.0006264158873818815,0.006133412942290306,0.04876434803009033
39,9997,,,,,0.042065758258104324,0.0008336783503182232,0.006130583118647337,0.04903003200888634
39,9999,0.03596833348274231,0.0006595373270101845,0.005344406235963106,0.04197227582335472,,,,
40,10061,,,,,0.04202546551823616,0.0004998992662876844,0.006128023378551006,0.048653390258550644
40,10099,0.04265959560871124,0.0010067552793771029,0.006384645588696003,0.050050996243953705,,,,
40,10123,,,,,0.04202982038259506,0.0005580981960520148,0.006142943166196346,0.048730842769145966
40,10185,,,,,0.04202885180711746,0.0006154568982310593,0.006121265701949596,0.048765577375888824
40,10199,0.045607954263687134,0.0004766702768392861,0.007765139453113079,0.05384976416826248,,,,
40,10247,,,,,0.04197805002331734,0.00030407708254642785,0.0061407145112752914,0.04842281714081764
41,10299,0.03878602758049965,0.0011148781049996614,0.005906709469854832,0.0458076149225235,,,,
41,10311,,,,,0.04195784404873848,0.0013974603498354554,0.00612562196329236,0.049480926245450974
41,10373,,,,,0.04199442267417908,0.0008354267338290811,0.0061232526786625385,0.048953089863061905
41,10399,0.04586680233478546,0.0032501877285540104,0.007638293784111738,0.05675528571009636,,,,
41,10435,,,,,0.04199374467134476,0.004562947899103165,0.006135263945907354,0.05269194394350052
41,10497,,,,,0.042015813291072845,0.00039114628452807665,0.006134894676506519,0.048541855067014694
41,10499,0.04374920204281807,0.00035411419230513275,0.0059091174043715,0.050012435764074326,,,,
42,10561,,,,,0.04196573793888092,0.0005444049020297825,0.0061209979467093945,0.04863116517663002
42,10599,0.04591744393110275,0.00025678277597762644,0.0071154870092868805,0.05328971520066261,,,,
42,10623,,,,,0.04197598248720169,0.0001471311115892604,0.006138526368886232,0.048261627554893494
42,10685,,,,,0.04205954074859619,0.0008960340637713671,0.006133002694696188,0.04908856749534607
42,10699,0.0465540736913681,0.0006842911243438721,0.006586029194295406,0.053824394941329956,,,,
42,10747,,,,,0.042008206248283386,0.0025669627357274294,0.006139618810266256,0.05071479082107544
43,10799,0.037102364003658295,0.0002506077289581299,0.0052831582725048065,0.04263613000512123,,,,
43,10811,,,,,0.04195941612124443,0.0002161756856366992,0.006124822422862053,0.048300404101610184
43,10873,,,,,0.04201095551252365,0.0006556089501827955,0.006145951338112354,0.04881252720952034
43,10899,0.04499512165784836,0.0012660742504522204,0.006143114063888788,0.052404310554265976,,,,
43,10935,,,,,0.042034197598695755,0.00033249854459427297,0.006127716042101383,0.048494428396224976
43,10997,,,,,0.04203643277287483,0.0002521031419746578,0.006122615188360214,0.04841113090515137
43,10999,0.04358181357383728,0.00019037425226997584,0.006983648054301739,0.05075583606958389,,,,
44,11061,,,,,0.04197912663221359,0.0001923061063280329,0.0061263758689165115,0.04829782620072365
44,11099,0.04093371331691742,0.0001251071662409231,0.005675904918462038,0.04673472419381142,,,,
44,11123,,,,,0.04196895286440849,0.00015126005746424198,0.006128198467195034,0.048248421400785446
44,11185,,,,,0.04197632893919945,0.0002901261323131621,0.006119178608059883,0.0483856126666069
44,11199,0.04008133336901665,0.0004921138170175254,0.005783083848655224,0.04635653272271156,,,,
44,11247,,,,,0.04200252145528793,0.0003623930679168552,0.006132655311375856,0.048497557640075684
45,11299,0.04062183201313019,0.002203336451202631,0.005982574541121721,0.048807743936777115,,,,
45,11311,,,,,0.042007409036159515,0.0014043585397303104,0.006135900970548391,0.049547672271728516
45,11373,,,,,0.04201798141002655,0.0008471903274767101,0.006130867172032595,0.04899603873491287
45,11399,0.039866674691438675,0.0005762100336141884,0.006459559313952923,0.04690244421362877,,,,
45,11435,,,,,0.04199017584323883,0.0002301960194017738,0.006133271846920252,0.04835367202758789
45,11497,,,,,0.04203907400369644,0.0037738613318651915,0.006130051799118519,0.05194299668073654
45,11499,0.04122111201286316,0.0022146941628307104,0.006146326195448637,0.04958213120698929,,,,
46,11561,,,,,0.04198440536856651,0.0016355854459106922,0.006139690522104502,0.049759697169065475
46,11599,0.047958921641111374,0.0009921580785885453,0.007581324316561222,0.05653240159153938,,,,
46,11623,,,,,0.0419769361615181,0.0006653621094301343,0.006134774070233107,0.04877706244587898
46,11685,,,,,0.041942331939935684,0.00010009830293711275,0.006135711446404457,0.04817812889814377
